miRNA_ID,miRNA_expression,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
hsa-mir-496,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-496,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-496,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-497,DOWN,adrenal cortical carcinoma,D018268,DOID_3948,"Cancer, Endocrine and Metabolic Conditions",carcinoma,adrenal cortical
hsa-mir-497,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-497,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-497,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-497,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-497,DOWN,breast carcinoma,D001943,DOID_3459,"Cancer, Breast Conditions",carcinoma,breast
hsa-mir-497,DOWN,breast carcinoma,D001943,DOID_3459,"Cancer, Breast Conditions",carcinoma,breast
hsa-mir-497,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-497,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-497,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-497,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-497,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-497,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-497,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-497,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-497,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-497,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-497,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-497,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-497,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-497,UP,glioma,D005910,,Cancer,glioma,
hsa-mir-497,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-497,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-497,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-497,DOWN,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-mir-497,DOWN,multiple myeloma,D009101,DOID_9538,"Cancer, Other/Unclassified/Multisystem",multiple myeloma,
hsa-mir-497,DOWN,multiple myeloma,D009101,DOID_9538,"Cancer, Other/Unclassified/Multisystem",multiple myeloma,
hsa-mir-497,DOWN,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,nasopharyngeal
hsa-mir-497,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-497,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-497,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-497,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-497,UP,oral squamous cell carcinoma,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,oral squamous cell
hsa-mir-497,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-497,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-497,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-497,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-497,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-497,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-497,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-497,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-497,DOWN,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-mir-497,DOWN,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-mir-497,DOWN,papillary thyroid carcinoma,D000077273,DOID_3969,"Cancer, Endocrine and Metabolic Conditions",carcinoma,papillary thyroid
hsa-mir-497,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-497,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-497,DOWN,renal cell carcinoma,D002292,DOID_4450,"Cancer, Genitourinary Conditions, Cells",carcinoma,renal cell
hsa-mir-497,DOWN,retinoblastoma,D012175,DOID_768,"Cancer, Eyes/Nose/Ears",retinoblastoma,
hsa-mir-497,DOWN,thyroid cancer,D013964,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,
hsa-mir-497-5p,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-497-5p,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-497-5p,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-497-5p,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-497-5p,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-497-5p,DOWN,malignant melanoma,D008545,DOID_1909,"Cancer, Integumentary System",melanoma,malignant
hsa-mir-497-5p,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-498,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-498,UP,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-498,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-498,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-498,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-498,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-498,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-498,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-498,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-498,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-498,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-498,UP,retinoblastoma,D012175,DOID_768,"Cancer, Eyes/Nose/Ears",retinoblastoma,
hsa-mir-499-5p,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-499-5p,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-499a-5p,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-499a-5p,UP,lung adenocarcinoma,D000077192,DOID_3910,"Cancer, Respiratory Conditions",adenocarcinoma,lung
hsa-mir-499a-5p,DOWN,oral squamous cell carcinoma,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,oral squamous cell
hsa-mir-499a-5p,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-500,UP,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-500,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-500,UP,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-500,UP,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-5003-3p,UP,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-500a,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-500a,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-500a-3p,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-500a-3p,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-500a-5p,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-501,UP,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-501,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-501,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-501-3p,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-501-3p,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-501-3p,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-501-5p,UP,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-501-5p,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-501-5p,UP,lung adenocarcinoma,D000077192,DOID_3910,"Cancer, Respiratory Conditions",adenocarcinoma,lung
hsa-mir-502,DOWN,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-mir-502,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-502-3p,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-502-5p,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-502-5p,UP,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-503,UP,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-503,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-503,DOWN,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-mir-503,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-503,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-503,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-503,UP,esophageal cancer,D004938,DOID_5041,"Cancer, Digestive & Gastrointestinal Conditions",esophageal cancer,
hsa-mir-503,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-503,UP,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-503,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-503,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-503,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-503,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-503,UP,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-503,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-503,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-503,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-503,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-503,DOWN,laryngeal carcinoma,D002277,DOID_2600,Cancer,carcinoma,laryngeal
hsa-mir-503,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-mir-503,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-503,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-503,DOWN,oral squamous cell carcinoma,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,oral squamous cell
hsa-mir-503,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-503,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-503,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-503,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-503,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-503,UP,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-503,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-503,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-503,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-503,UP,retinoblastoma,D012175,DOID_768,"Cancer, Eyes/Nose/Ears",retinoblastoma,
hsa-mir-503-3p,UP,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-503-3p,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-mir-504,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-504,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-504,DOWN,hypopharyngeal squamous cell carcinoma,D000077195,DOID_1749,"Cancer, Integumentary System, Cells",carcinoma,hypopharyngeal squamous cell
hsa-mir-504,DOWN,hypopharyngeal squamous cell carcinoma,D000077195,DOID_1749,"Cancer, Integumentary System, Cells",carcinoma,hypopharyngeal squamous cell
hsa-mir-504,UP,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-504,UP,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-504-3p,DOWN,acute myeloid leukemia,D015470,DOID_9119,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute myeloid
hsa-mir-505,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-505,DOWN,endometrial cancer,D016889,DOID_1380,"Cancer, Genitourinary Conditions",endometrial cancer,
hsa-mir-505,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-505,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-505,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-505,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-505,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-505,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-505,DOWN,mesenchymal cancer,D009369,DOID_162,Cancer,mesenchymal cancer,
hsa-mir-505,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-505,DOWN,renal cell carcinoma,D002292,DOID_4450,"Cancer, Genitourinary Conditions, Cells",carcinoma,renal cell
hsa-mir-505-5p,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-506,DOWN,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-mir-506,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-506,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-506,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-506,DOWN,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-mir-506,UP,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-mir-506,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-506,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-506,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-506,DOWN,esophageal cancer,D004938,DOID_5041,"Cancer, Digestive & Gastrointestinal Conditions",esophageal cancer,
hsa-mir-506,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-506,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-506,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-506,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-506,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-506,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-506,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-506,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-506,DOWN,liver cancer,D008113,DOID_3571,"Cancer, Digestive & Gastrointestinal Conditions",liver cancer,
hsa-mir-506,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-mir-506,DOWN,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,nasopharyngeal
hsa-mir-506,DOWN,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,nasopharyngeal
hsa-mir-506,DOWN,neuroblastoma,D009447,DOID_769,"Cancer, Neurological Conditions",neuroblastoma,
hsa-mir-506,DOWN,oral squamous cell carcinoma,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,oral squamous cell
hsa-mir-506,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-506,DOWN,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-mir-506,UP,pancreatic ductal adenocarcinoma,"D000230,D010183",DOID_3498,"Cancer, Digestive & Gastrointestinal Conditions, Breast Conditions",adenocarcinoma,pancreatic ductal
hsa-mir-506,DOWN,papillary thyroid carcinoma,D000077273,DOID_3969,"Cancer, Endocrine and Metabolic Conditions",carcinoma,papillary thyroid
