miRNA_ID,miRBase_acc,TSS_position,TSS_score,TSS_CAGE,TSS_tag,TSS_DNase,TSS_H3K4me3,TSS_Pol II
hsa-mir-6772,MI0022617,chr16:57907992-57908652[-],772,NO,YES,YES,YES,NO
hsa-mir-6772,MI0022617,chr16:57910152-57910592[-],748,YES,YES,YES,NO,YES
hsa-mir-6772,MI0022617,chr16:57911332-57911692[-],718,YES,YES,YES,NO,YES
hsa-mir-6772,MI0022617,chr16:57916412-57916672[-],765,NO,YES,YES,NO,NO
hsa-mir-6772,MI0022617,chr16:57918932-57919112[-],702,NO,YES,NO,NO,NO
hsa-mir-6772,MI0022617,chr16:57926272-57926372[-],701,YES,YES,YES,NO,YES
hsa-mir-6772,MI0022617,chr16:57927012-57927572[-],741,YES,YES,YES,NO,YES
hsa-mir-6772,MI0022617,chr16:57929752-57929952[-],748,NO,NO,YES,NO,NO
hsa-mir-6772,MI0022617,chr16:57957432-57958432[-],707,NO,YES,YES,NO,NO
hsa-mir-6772,MI0022617,chr16:57961912-57962052[-],702,YES,YES,NO,NO,YES
hsa-mir-6772,MI0022617,chr16:57962692-57963872[-],718,YES,YES,YES,NO,YES
hsa-mir-6772,MI0022617,chr16:57968572-57969192[-],721,NO,NO,NO,NO,YES
hsa-mir-6773,MI0022618,chr16:68335539-68338319[-],767,YES,YES,YES,YES,YES
hsa-mir-6773,MI0022618,chr16:68339939-68340299[-],731,NO,YES,YES,YES,NO
hsa-mir-6773,MI0022618,chr16:68344519-68346719[-],807,YES,YES,YES,YES,YES
hsa-mir-6773,MI0022618,chr16:68358199-68358299[-],707,YES,YES,YES,NO,YES
hsa-mir-6773,MI0022618,chr16:68361699-68361799[-],719,NO,YES,YES,NO,NO
hsa-mir-6773,MI0022618,chr16:68363839-68365979[-],755,YES,YES,YES,YES,YES
hsa-mir-6773,MI0022618,chr16:68388059-68388139[-],737,NO,YES,YES,NO,NO
hsa-mir-6773,MI0022618,chr16:68399179-68399259[-],703,NO,YES,YES,NO,NO
hsa-mir-6773,MI0022618,chr16:68409679-68411999[-],802,YES,YES,YES,YES,YES
hsa-mir-6774,MI0022619,chr16:85719447-85719687[+],722,NO,NO,YES,NO,NO
hsa-mir-6774,MI0022619,chr16:85721547-85721887[+],0.75,NO,NO,YES,NO,NO
hsa-mir-6774,MI0022619,chr16:85728747-85728787[+],701,NO,NO,YES,NO,NO
hsa-mir-6774,MI0022619,chr16:85729807-85730007[+],746,NO,NO,YES,NO,NO
hsa-mir-6774,MI0022619,chr16:85746687-85747187[+],704,YES,YES,NO,NO,YES
hsa-mir-6774,MI0022619,chr16:85747707-85748067[+],815,YES,YES,NO,NO,YES
hsa-mir-6774,MI0022619,chr16:85771707-85772167[+],701,NO,NO,YES,NO,NO
hsa-mir-6774,MI0022619,chr16:85772707-85772967[+],733,NO,NO,YES,NO,NO
hsa-mir-6774,MI0022619,chr16:85797287-85797487[+],846,NO,NO,NO,YES,NO
hsa-mir-6774,MI0022619,chr16:85798147-85799627[+],765,YES,YES,YES,YES,NO
hsa-mir-6774,MI0022619,chr16:85802807-85803187[+],708,YES,YES,NO,NO,NO
hsa-mir-6774,MI0022619,chr16:85804827-85804847[+],705,YES,YES,NO,NO,NO
hsa-mir-6774,MI0022619,chr16:85808467-85809187[+],706,YES,YES,NO,NO,NO
hsa-mir-6774,MI0022619,chr16:85810747-85811167[+],709,NO,YES,NO,NO,NO
hsa-mir-6774,MI0022619,chr16:85815507-85815527[+],701,NO,YES,YES,NO,NO
hsa-mir-6774,MI0022619,chr16:85816607-85816967[+],736,NO,YES,YES,NO,NO
hsa-mir-6775,MI0022620,chr16:87948280-87948600[-],701,NO,YES,NO,YES,YES
hsa-mir-6775,MI0022620,chr16:87951460-87951940[-],809,YES,YES,NO,NO,YES
hsa-mir-6775,MI0022620,chr16:87953560-87954100[-],733,YES,YES,YES,YES,YES
hsa-mir-6775,MI0022620,chr16:87956300-87956500[-],708,YES,YES,YES,NO,YES
hsa-mir-6775,MI0022620,chr16:87961220-87961240[-],0.7,YES,YES,NO,NO,YES
hsa-mir-6775,MI0022620,chr16:87967520-87969640[-],705,YES,YES,YES,YES,YES
hsa-mir-6775,MI0022620,chr16:87970800-87970940[-],0.71,NO,YES,YES,NO,YES
hsa-mir-6775,MI0022620,chr16:88011300-88011400[-],703,NO,NO,YES,NO,NO
hsa-mir-6776,MI0022621,chr17:2800899-2801279[-],711,NO,YES,YES,NO,NO
hsa-mir-6776,MI0022621,chr17:2802379-2802459[-],703,NO,YES,YES,NO,NO
hsa-mir-6776,MI0022621,chr17:2807799-2807979[-],774,YES,YES,YES,NO,NO
hsa-mir-6776,MI0022621,chr17:2809899-2812979[-],0.8,YES,YES,YES,YES,YES
hsa-mir-6776,MI0022621,chr17:2824259-2825099[-],724,YES,YES,YES,YES,NO
hsa-mir-6776,MI0022621,chr17:2845359-2845439[-],719,NO,YES,YES,NO,NO
hsa-mir-6776,MI0022621,chr17:2848439-2850319[-],777,YES,YES,YES,YES,YES
hsa-mir-6776,MI0022621,chr17:2854699-2855519[-],737,YES,YES,NO,YES,NO
hsa-mir-6776,MI0022621,chr17:2875779-2877779[-],747,YES,YES,NO,YES,NO
hsa-mir-6776,MI0022621,chr17:2880919-2881419[-],737,NO,YES,NO,YES,NO
hsa-mir-6776,MI0022621,chr17:2886379-2886539[-],762,NO,YES,YES,NO,NO
hsa-mir-6776,MI0022621,chr17:2891699-2891799[-],728,NO,NO,YES,NO,NO
hsa-mir-6777,MI0022622,chr17:17915145-17915285[-],726,NO,YES,YES,NO,NO
hsa-mir-6777,MI0022622,chr17:17919885-17919925[-],709,YES,YES,YES,NO,NO
hsa-mir-6777,MI0022622,chr17:17921125-17924605[-],759,YES,YES,YES,YES,YES
hsa-mir-6777,MI0022622,chr17:17930985-17931305[-],0.71,NO,YES,NO,NO,YES
hsa-mir-6777,MI0022622,chr17:17935305-17937505[-],822,YES,YES,YES,YES,YES
hsa-mir-6777,MI0022622,chr17:17938445-17938765[-],707,YES,YES,YES,YES,YES
hsa-mir-6777,MI0022622,chr17:17939645-17940965[-],864,YES,YES,YES,YES,YES
hsa-mir-6777,MI0022622,chr17:17941845-17941985[-],755,NO,YES,YES,YES,NO
hsa-mir-6777,MI0022622,chr17:17949905-17950345[-],716,NO,YES,YES,NO,YES
hsa-mir-6777,MI0022622,chr17:17960085-17960445[-],712,NO,YES,YES,NO,NO
hsa-mir-6777,MI0022622,chr17:17973805-17973885[-],0.71,NO,YES,YES,NO,NO
hsa-mir-6777,MI0022622,chr17:17977685-17978245[-],0.71,NO,YES,YES,NO,NO
hsa-mir-6777,MI0022622,chr17:17986385-17986505[-],733,NO,YES,YES,NO,NO
hsa-mir-6777,MI0022622,chr17:17991185-17991205[-],712,NO,YES,YES,NO,NO
hsa-mir-6777,MI0022622,chr17:18000785-18001045[-],716,NO,YES,YES,NO,NO
hsa-mir-6778,MI0022623,chr17:18456806-18456886[-],711,NO,YES,YES,NO,NO
hsa-mir-6778,MI0022623,chr17:18461926-18464106[-],827,YES,YES,YES,YES,YES
hsa-mir-6778,MI0022623,chr17:18477506-18477646[-],724,YES,YES,YES,NO,NO
hsa-mir-6778,MI0022623,chr17:18511006-18511826[-],747,NO,YES,NO,YES,NO
hsa-mir-6779,MI0022624,chr17:38725079-38725919[+],0.73,YES,YES,YES,YES,YES
hsa-mir-6779,MI0022624,chr17:38750239-38750459[+],778,YES,YES,NO,NO,NO
hsa-mir-6779,MI0022624,chr17:38752699-38754179[+],788,YES,YES,YES,YES,YES
hsa-mir-6779,MI0022624,chr17:38769819-38770819[+],719,YES,YES,YES,YES,YES
hsa-mir-6779,MI0022624,chr17:38797399-38797439[+],712,YES,YES,YES,NO,NO
hsa-mir-6780a,MI0022625,chr17:42843611-42845611[-],786,YES,YES,YES,YES,YES
hsa-mir-6780a,MI0022625,chr17:42850451-42850891[-],714,NO,NO,NO,NO,YES
hsa-mir-6780a,MI0022625,chr17:42854891-42855031[-],727,NO,YES,YES,NO,NO
hsa-mir-6780a,MI0022625,chr17:42860311-42862131[-],734,YES,YES,YES,YES,YES
hsa-mir-6780a,MI0022625,chr17:42863471-42863671[-],729,NO,NO,YES,NO,NO
hsa-mir-6780a,MI0022625,chr17:42872831-42874331[-],874,YES,YES,YES,YES,YES
hsa-mir-6780a,MI0022625,chr17:42879911-42881271[-],0.75,YES,YES,NO,YES,YES
hsa-mir-6780a,MI0022625,chr17:42897551-42899091[-],827,YES,YES,YES,YES,YES
hsa-mir-6780b,MI0022681,chr6:43267922-43270282[+],733,YES,YES,YES,YES,NO
hsa-mir-6780b,MI0022681,chr6:43327162-43329202[+],0.85,YES,YES,YES,YES,YES
hsa-mir-6781,MI0022626,chr17:42923943-42924643[-],859,YES,YES,YES,YES,YES
hsa-mir-6781,MI0022626,chr17:42932303-42934663[-],809,YES,YES,YES,YES,YES
hsa-mir-6781,MI0022626,chr17:42942183-42942383[-],702,YES,YES,NO,NO,NO
hsa-mir-6781,MI0022626,chr17:42944583-42944603[-],0.7,YES,YES,NO,NO,NO
hsa-mir-6781,MI0022626,chr17:42951063-42951323[-],714,YES,YES,YES,NO,NO
hsa-mir-6781,MI0022626,chr17:42989923-42990183[-],713,NO,YES,YES,NO,NO
hsa-mir-6781,MI0022626,chr17:42991623-42991803[-],731,NO,YES,YES,NO,NO
hsa-mir-6781,MI0022626,chr17:42995223-42995463[-],715,NO,YES,YES,NO,NO
hsa-mir-6781,MI0022626,chr17:42998483-42998743[-],706,YES,YES,NO,NO,NO
hsa-mir-6781,MI0022626,chr17:43000663-43001043[-],714,YES,YES,NO,NO,NO
hsa-mir-6781,MI0022626,chr17:43020983-43021243[-],713,NO,NO,YES,NO,NO
hsa-mir-6782,MI0022627,chr17:44310319-44310779[-],757,YES,YES,YES,YES,NO
hsa-mir-6782,MI0022627,chr17:44317899-44323079[-],0.83,YES,YES,YES,YES,YES
hsa-mir-6782,MI0022627,chr17:44335079-44335099[-],706,NO,NO,YES,NO,NO
hsa-mir-6782,MI0022627,chr17:44347659-44347839[-],724,NO,NO,YES,NO,NO
hsa-mir-6782,MI0022627,chr17:44368139-44368159[-],701,YES,YES,NO,NO,NO
hsa-mir-6782,MI0022627,chr17:44379819-44380179[-],719,NO,YES,YES,NO,YES
hsa-mir-6783,MI0022628,chr17:45047141-45048541[-],0.83,YES,YES,YES,YES,YES
hsa-mir-6783,MI0022628,chr17:45066301-45067461[-],716,YES,YES,YES,YES,NO
hsa-mir-6783,MI0022628,chr17:45068321-45070661[-],761,YES,YES,YES,YES,NO
hsa-mir-6783,MI0022628,chr17:45079121-45079801[-],703,NO,NO,YES,NO,NO
hsa-mir-6783,MI0022628,chr17:45080641-45080841[-],759,NO,NO,YES,NO,NO
hsa-mir-6783,MI0022628,chr17:45083661-45083841[-],735,NO,NO,YES,NO,NO
hsa-mir-6783,MI0022628,chr17:45095721-45095961[-],724,NO,NO,YES,NO,NO
hsa-mir-6783,MI0022628,chr17:45097781-45098021[-],718,NO,NO,YES,NO,NO
hsa-mir-6783,MI0022628,chr17:45113061-45113241[-],731,NO,NO,YES,NO,NO
hsa-mir-6783,MI0022628,chr17:45118541-45119701[-],764,YES,YES,YES,YES,YES
hsa-mir-6783,MI0022628,chr17:45121361-45122421[-],786,YES,YES,YES,YES,YES
hsa-mir-6783,MI0022628,chr17:45123561-45123741[-],714,YES,YES,NO,YES,NO
hsa-mir-6784,MI0022629,chr17:45224573-45224813[-],705,NO,YES,NO,NO,YES
hsa-mir-6784,MI0022629,chr17:45228093-45228233[-],717,NO,YES,YES,NO,YES
hsa-mir-6784,MI0022629,chr17:45229453-45229733[-],709,NO,YES,YES,NO,YES
hsa-mir-6784,MI0022629,chr17:45230873-45233473[-],769,YES,YES,YES,YES,YES
hsa-mir-6784,MI0022629,chr17:45235293-45236633[-],788,YES,YES,YES,YES,YES
hsa-mir-6784,MI0022629,chr17:45243833-45245233[-],722,NO,YES,YES,YES,NO
hsa-mir-6784,MI0022629,chr17:45247133-45250833[-],733,YES,YES,YES,YES,YES
hsa-mir-6784,MI0022629,chr17:45251633-45251853[-],701,NO,YES,NO,YES,NO
hsa-mir-6784,MI0022629,chr17:45259693-45262573[-],791,YES,YES,YES,YES,YES
hsa-mir-6784,MI0022629,chr17:45271133-45271173[-],707,YES,YES,YES,NO,YES
hsa-mir-6784,MI0022629,chr17:45272353-45273293[-],0.76,NO,YES,YES,YES,YES
hsa-mir-6784,MI0022629,chr17:45297893-45298253[-],738,NO,YES,YES,YES,NO
hsa-mir-6785,MI0022630,chr17:75303908-75306948[+],788,YES,YES,YES,YES,YES
hsa-mir-6785,MI0022630,chr17:75312228-75312808[+],747,NO,NO,NO,YES,NO
hsa-mir-6785,MI0022630,chr17:75326508-75326608[+],712,NO,YES,YES,NO,NO
hsa-mir-6785,MI0022630,chr17:75330348-75330768[+],714,NO,YES,NO,NO,YES
hsa-mir-6785,MI0022630,chr17:75344148-75344288[+],718,NO,YES,YES,NO,NO
hsa-mir-6785,MI0022630,chr17:75355868-75358408[+],805,YES,YES,YES,YES,YES
hsa-mir-6785,MI0022630,chr17:75368528-75368868[+],709,NO,YES,NO,NO,YES
hsa-mir-6785,MI0022630,chr17:75373388-75373488[+],723,NO,NO,YES,NO,NO
hsa-mir-6785,MI0022630,chr17:75376028-75377548[+],714,YES,YES,YES,YES,NO
hsa-mir-6786,MI0022631,chr17:81500237-81500337[+],731,NO,YES,YES,NO,NO
hsa-mir-6786,MI0022631,chr17:81514657-81514817[+],736,NO,YES,YES,NO,NO
hsa-mir-6786,MI0022631,chr17:81535377-81537497[+],797,YES,YES,YES,YES,YES
hsa-mir-6786,MI0022631,chr17:81553217-81553617[+],712,YES,YES,NO,NO,YES
hsa-mir-6786,MI0022631,chr17:81556537-81556557[+],702,YES,NO,NO,NO,NO
hsa-mir-6786,MI0022631,chr17:81565237-81567397[+],819,YES,YES,YES,YES,YES
hsa-mir-6786,MI0022631,chr17:81582417-81585437[+],785,YES,YES,YES,YES,YES
hsa-mir-6786,MI0022631,chr17:81586937-81587177[+],721,NO,YES,NO,NO,NO
hsa-mir-6786,MI0022631,chr17:81588737-81588857[+],708,NO,YES,NO,NO,NO
hsa-mir-6787,MI0022632,chr17:82051808-82051828[+],0.7,NO,YES,NO,NO,NO
hsa-mir-6787,MI0022632,chr17:82053988-82054128[+],772,NO,YES,YES,NO,NO
hsa-mir-6787,MI0022632,chr17:82070568-82070628[+],728,NO,YES,YES,NO,NO
hsa-mir-6787,MI0022632,chr17:82105668-82106348[+],782,YES,YES,YES,YES,YES
hsa-mir-6787,MI0022632,chr17:82111608-82113888[+],825,YES,YES,YES,YES,YES
hsa-mir-6787,MI0022632,chr17:82116868-82116908[+],707,YES,YES,YES,NO,YES
hsa-mir-6787,MI0022632,chr17:82117708-82117888[+],805,YES,YES,YES,NO,YES
hsa-mir-6787,MI0022632,chr17:82128228-82132168[+],779,YES,YES,YES,YES,YES
hsa-mir-6787,MI0022632,chr17:82133168-82133188[+],706,NO,YES,YES,YES,NO
hsa-mir-6787,MI0022632,chr17:82135328-82135348[+],701,YES,YES,YES,NO,YES
hsa-mir-6787,MI0022632,chr17:82136188-82136628[+],736,YES,YES,YES,NO,YES
hsa-mir-6788,MI0022633,chr18:10876589-10876769[-],802,NO,NO,YES,NO,NO
hsa-mir-6788,MI0022633,chr18:10887369-10887609[-],824,NO,NO,YES,NO,NO
hsa-mir-6788,MI0022633,chr18:10897989-10898149[-],805,NO,YES,YES,NO,NO
hsa-mir-6789,MI0022634,chr19:2336286-2337586[-],747,YES,YES,YES,YES,YES
hsa-mir-6789,MI0022634,chr19:2340226-2340526[-],708,NO,YES,NO,YES,NO
hsa-mir-6789,MI0022634,chr19:2366666-2366806[-],728,YES,YES,YES,NO,YES
hsa-mir-6789,MI0022634,chr19:2369326-2371366[-],808,YES,YES,YES,YES,YES
hsa-mir-6789,MI0022634,chr19:2373886-2373986[-],704,YES,YES,YES,YES,YES
hsa-mir-6789,MI0022634,chr19:2382266-2382706[-],708,YES,YES,YES,YES,NO
hsa-mir-6789,MI0022634,chr19:2394866-2394986[-],724,NO,YES,NO,YES,NO
hsa-mir-6789,MI0022634,chr19:2402486-2402906[-],721,NO,NO,YES,YES,NO
hsa-mir-6789,MI0022634,chr19:2407846-2407866[-],704,YES,NO,NO,YES,NO
hsa-mir-6789,MI0022634,chr19:2427786-2429806[-],758,YES,YES,YES,YES,YES
hsa-mir-6790,MI0022635,chr19:6492983-6494363[-],826,YES,YES,YES,YES,YES
hsa-mir-6790,MI0022635,chr19:6513423-6513543[-],701,YES,YES,NO,NO,NO
hsa-mir-6790,MI0022635,chr19:6522763-6524243[-],792,YES,YES,YES,YES,YES
hsa-mir-6790,MI0022635,chr19:6524823-6525963[-],845,YES,YES,YES,YES,YES
hsa-mir-6790,MI0022635,chr19:6557943-6561183[-],771,YES,YES,YES,YES,YES
hsa-mir-6790,MI0022635,chr19:6564323-6564683[-],778,YES,YES,NO,NO,YES
hsa-mir-6790,MI0022635,chr19:6575623-6577043[-],729,YES,YES,YES,YES,NO
hsa-mir-6790,MI0022635,chr19:6581763-6581803[-],0.71,YES,YES,NO,NO,NO
hsa-mir-6790,MI0022635,chr19:6589283-6589883[-],729,NO,YES,NO,YES,NO
hsa-mir-6791,MI0022636,chr19:6836778-6841298[-],813,YES,YES,YES,YES,YES
hsa-mir-6791,MI0022636,chr19:6844938-6845358[-],774,YES,YES,YES,YES,NO
hsa-mir-6791,MI0022636,chr19:6850198-6850378[-],733,YES,YES,YES,NO,NO
hsa-mir-6791,MI0022636,chr19:6853258-6853858[-],788,NO,YES,YES,YES,YES
hsa-mir-6791,MI0022636,chr19:6867498-6867698[-],748,YES,YES,YES,NO,NO
hsa-mir-6791,MI0022636,chr19:6872698-6872818[-],707,YES,YES,YES,NO,NO
hsa-mir-6791,MI0022636,chr19:6873458-6873558[-],704,YES,YES,YES,NO,NO
hsa-mir-6791,MI0022636,chr19:6901918-6901998[-],704,NO,YES,YES,NO,NO
hsa-mir-6791,MI0022636,chr19:6902538-6902558[-],704,YES,YES,YES,NO,NO
hsa-mir-6792,MI0022637,chr19:7422299-7424259[+],813,YES,YES,YES,YES,YES
hsa-mir-6792,MI0022637,chr19:7427699-7427779[+],718,YES,YES,YES,NO,NO
hsa-mir-6792,MI0022637,chr19:7433219-7436679[+],759,YES,YES,YES,YES,YES
hsa-mir-6792,MI0022637,chr19:7451419-7451559[+],717,NO,YES,YES,NO,NO
hsa-mir-6792,MI0022637,chr19:7462859-7463099[+],781,NO,NO,NO,NO,YES
hsa-mir-6792,MI0022637,chr19:7468519-7468639[+],731,NO,NO,YES,NO,NO
hsa-mir-6792,MI0022637,chr19:7495199-7497139[+],742,YES,YES,NO,YES,NO
hsa-mir-6793,MI0022638,chr19:10630093-10630413[+],702,NO,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10630973-10631853[+],751,NO,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10647953-10648413[+],721,NO,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10649033-10649393[+],795,NO,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10650613-10652553[+],758,NO,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10658653-10658733[+],705,NO,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10659713-10660093[+],806,YES,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10661773-10661913[+],703,YES,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10662773-10663033[+],0.8,NO,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10664393-10664433[+],703,NO,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10665473-10665853[+],808,NO,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10666773-10667673[+],743,NO,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10668593-10668613[+],703,NO,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10669693-10670413[+],808,NO,YES,YES,NO,YES
hsa-mir-6793,MI0022638,chr19:10675653-10675953[+],0.75,NO,YES,NO,NO,NO
hsa-mir-6793,MI0022638,chr19:10681773-10681833[+],703,NO,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10682873-10683233[+],845,NO,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10684333-10684713[+],775,NO,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10686513-10686813[+],736,NO,YES,NO,NO,NO
hsa-mir-6793,MI0022638,chr19:10693753-10693913[+],719,NO,YES,NO,NO,NO
hsa-mir-6793,MI0022638,chr19:10695373-10695533[+],716,NO,YES,NO,NO,NO
hsa-mir-6793,MI0022638,chr19:10696053-10696233[+],0.72,NO,YES,NO,NO,NO
hsa-mir-6793,MI0022638,chr19:10697433-10697473[+],713,YES,YES,NO,NO,NO
hsa-mir-6793,MI0022638,chr19:10699513-10699573[+],705,NO,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10700553-10700973[+],771,NO,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10703233-10703253[+],0.71,NO,YES,NO,NO,NO
hsa-mir-6793,MI0022638,chr19:10704793-10705113[+],727,NO,YES,NO,NO,NO
hsa-mir-6793,MI0022638,chr19:10706893-10707013[+],717,NO,YES,NO,NO,NO
hsa-mir-6793,MI0022638,chr19:10708353-10708773[+],729,YES,YES,NO,NO,NO
hsa-mir-6793,MI0022638,chr19:10716493-10716573[+],712,YES,YES,NO,NO,NO
hsa-mir-6793,MI0022638,chr19:10717633-10717753[+],716,YES,YES,NO,NO,NO
hsa-mir-6793,MI0022638,chr19:10721893-10725213[+],728,NO,YES,YES,NO,NO
hsa-mir-6793,MI0022638,chr19:10725733-10726893[+],723,NO,YES,YES,NO,NO
hsa-mir-6794,MI0022639,chr19:12657420-12658220[+],746,NO,YES,YES,YES,NO
hsa-mir-6794,MI0022639,chr19:12660660-12660780[+],738,NO,NO,YES,NO,NO
hsa-mir-6794,MI0022639,chr19:12663220-12663400[+],735,NO,YES,YES,NO,NO
hsa-mir-6794,MI0022639,chr19:12666180-12666500[+],727,YES,YES,YES,NO,NO
hsa-mir-6794,MI0022639,chr19:12672460-12672640[+],718,YES,YES,YES,NO,NO
hsa-mir-6794,MI0022639,chr19:12673800-12673840[+],703,NO,YES,YES,YES,NO
hsa-mir-6794,MI0022639,chr19:12674560-12675940[+],792,YES,YES,YES,YES,YES
hsa-mir-6794,MI0022639,chr19:12677340-12679540[+],756,YES,YES,YES,YES,YES
hsa-mir-6794,MI0022639,chr19:12681960-12683540[+],758,YES,YES,YES,YES,YES
hsa-mir-6794,MI0022639,chr19:12684040-12684220[+],707,YES,YES,YES,YES,YES
hsa-mir-6794,MI0022639,chr19:12686380-12686720[+],704,YES,YES,YES,NO,NO
hsa-mir-6794,MI0022639,chr19:12688720-12694460[+],763,YES,YES,YES,YES,YES
hsa-mir-6794,MI0022639,chr19:12696640-12697480[+],708,YES,YES,YES,YES,NO
hsa-mir-6794,MI0022639,chr19:12700080-12702860[+],778,YES,YES,YES,YES,YES
hsa-mir-6794,MI0022639,chr19:12706080-12707320[+],835,YES,YES,YES,YES,YES
hsa-mir-6794,MI0022639,chr19:12732440-12735860[+],724,YES,YES,YES,YES,YES
hsa-mir-6794,MI0022639,chr19:12737780-12741860[+],722,YES,YES,YES,YES,NO
hsa-mir-6794,MI0022639,chr19:12747320-12748220[+],753,NO,YES,YES,YES,NO
hsa-mir-6795,MI0022640,chr19:15280910-15281330[-],728,YES,YES,YES,NO,YES
hsa-mir-6795,MI0022640,chr19:15295450-15295570[-],721,NO,YES,YES,NO,NO
hsa-mir-6795,MI0022640,chr19:15299970-15300730[-],742,YES,YES,NO,YES,NO
hsa-mir-6795,MI0022640,chr19:15310310-15310490[-],713,NO,YES,YES,NO,NO
hsa-mir-6795,MI0022640,chr19:15313830-15314010[-],765,NO,NO,YES,NO,NO
hsa-mir-6795,MI0022640,chr19:15322470-15324310[-],807,NO,YES,YES,YES,NO
hsa-mir-6795,MI0022640,chr19:15333030-15333790[-],773,YES,YES,YES,YES,NO
hsa-mir-6795,MI0022640,chr19:15339710-15339970[-],706,YES,YES,NO,NO,NO
hsa-mir-6795,MI0022640,chr19:15343150-15343310[-],701,YES,YES,NO,NO,NO
hsa-mir-6795,MI0022640,chr19:15349070-15349230[-],766,NO,YES,YES,NO,NO
hsa-mir-6795,MI0022640,chr19:15350050-15350190[-],723,NO,YES,YES,NO,NO
hsa-mir-6795,MI0022640,chr19:15351590-15352130[-],0.77,NO,YES,YES,YES,NO
hsa-mir-6795,MI0022640,chr19:15364190-15364330[-],736,YES,YES,YES,NO,NO
hsa-mir-6795,MI0022640,chr19:15365970-15366150[-],777,YES,YES,YES,NO,NO
hsa-mir-6795,MI0022640,chr19:15372910-15372990[-],701,YES,YES,NO,NO,NO
hsa-mir-6796,MI0022641,chr19:40179306-40179446[+],721,YES,YES,YES,NO,NO
hsa-mir-6796,MI0022641,chr19:40183566-40184466[+],707,YES,YES,YES,YES,YES
hsa-mir-6796,MI0022641,chr19:40185206-40186186[+],799,YES,YES,YES,YES,YES
hsa-mir-6796,MI0022641,chr19:40242026-40242086[+],719,YES,YES,YES,NO,NO
hsa-mir-6796,MI0022641,chr19:40248386-40249946[+],804,YES,YES,YES,YES,YES
hsa-mir-6797,MI0022642,chr19:41759547-41761827[+],839,YES,YES,YES,YES,YES
hsa-mir-6798,MI0022643,chr19:48865206-48865686[+],764,YES,YES,YES,YES,YES
hsa-mir-6799,MI0022644,chr19:49605146-49605266[+],0.71,NO,YES,NO,NO,NO
hsa-mir-6799,MI0022644,chr19:49610446-49610466[+],709,NO,YES,NO,NO,NO
hsa-mir-6799,MI0022644,chr19:49611406-49611586[+],703,NO,YES,YES,NO,NO
hsa-mir-6799,MI0022644,chr19:49612466-49612866[+],741,YES,YES,YES,NO,NO
hsa-mir-6799,MI0022644,chr19:49613566-49613746[+],708,YES,YES,YES,NO,NO
hsa-mir-6799,MI0022644,chr19:49616426-49616506[+],705,NO,YES,YES,YES,YES
hsa-mir-6799,MI0022644,chr19:49617466-49618226[+],824,YES,YES,YES,YES,YES
hsa-mir-6799,MI0022644,chr19:49619346-49620046[+],707,NO,YES,NO,YES,NO
hsa-mir-6799,MI0022644,chr19:49626466-49626606[+],715,NO,YES,YES,NO,NO
hsa-mir-6799,MI0022644,chr19:49627526-49627906[+],753,YES,YES,YES,NO,NO
hsa-mir-6799,MI0022644,chr19:49637506-49637766[+],715,NO,YES,NO,NO,NO
hsa-mir-6799,MI0022644,chr19:49645286-49646706[+],713,NO,YES,YES,NO,NO
hsa-mir-6799,MI0022644,chr19:49650126-49652306[+],0.71,NO,NO,YES,NO,NO
hsa-mir-6799,MI0022644,chr19:49660906-49662326[+],739,YES,YES,YES,NO,NO
hsa-mir-6799,MI0022644,chr19:49663146-49663546[+],725,YES,YES,YES,NO,NO
hsa-mir-6799,MI0022644,chr19:49664646-49664706[+],701,NO,YES,YES,YES,NO
hsa-mir-6799,MI0022644,chr19:49665446-49668906[+],836,YES,YES,YES,YES,YES
hsa-mir-6799,MI0022644,chr19:49670406-49670886[+],708,NO,YES,NO,NO,YES
hsa-mir-6799,MI0022644,chr19:49671506-49672046[+],756,NO,YES,NO,NO,YES
hsa-mir-6799,MI0022644,chr19:49674226-49674446[+],713,NO,YES,NO,NO,NO
hsa-mir-6799,MI0022644,chr19:49678626-49678746[+],711,NO,YES,NO,NO,NO
hsa-mir-6799,MI0022644,chr19:49681046-49681326[+],714,YES,YES,NO,NO,NO
hsa-mir-6799,MI0022644,chr19:49682666-49682706[+],711,YES,YES,NO,NO,NO
